title	파리_대학교 ; 프랑스 ; 신학 ; 교수 ; 발	<University> <Settlement> <AcademicSubject> <Profession> <AnatomicalStructure>	1 70 2 ; 0 105 1 ; 0 96 3 ; 4 96 3 ; 2 105 1 ; 2 96 3 ; 0 67 2	<ENTITY_2> 의 국가는 <ENTITY_1> 이다 . <ENTITY_0> 의 종교는 <ENTITY_2> 이다 .	신학 의 국가는 프랑스 이다 . 파리_대학교 의 종교는 신학 이다 .	F ; F ; F ; F ; T ; F ; T
title	샤르트르 ; 사제 ; 교황 ; 신학	<Settlement> <Profession> <ChristianBishop> <AcademicSubject>	0 96 1 ; 2 96 3 ; 2 67 3	<ENTITY_0> 의 직업은 <ENTITY_1> 이다 . <ENTITY_2> 의 종교는 <ENTITY_3> 이다 .	샤르트르 의 직업은 사제 이다 . 교황 의 종교는 신학 이다 .	T ; F ; T
title	교황_인노첸시오_3세 ; 이탈리아 ; 타타르족 ; 페루자 ; 교황 ; 로마 ; 귀	<Pope> <Settlement> <EthnicGroup> <City> <ChristianBishop> <Settlement> <AnatomicalStructure>	1 86 2 ; 0 11 4 ; 2 100 1 ; 6 96 4 ; 3 50 0 ; 4 50 0 ; 5 14 0 ; 1 26 4 ; 0 96 4	<ENTITY_1> 에는 <ENTITY_2> 이 있다 . <ENTITY_1> 의 지도자는 <ENTITY_4> 이다 .	이탈리아 에는 타타르족 이 있다 . 이탈리아 의 지도자는 교황 이다 .	F ; F ; T ; F ; F ; F ; F ; T ; F
title	교황_인노첸시오_4세 ; 사제 ; 교황	<Pope> <Profession> <ChristianBishop>	1 11 2 ; 2 96 1 ; 2 33 0	<ENTITY_1> 는 <ENTITY_2> 에 속해 있다 . <ENTITY_2> 의 직업은 <ENTITY_1> 이다 . <ENTITY_2> 을 이은 것은 <ENTITY_0> 이다 .	사제 는 교황 에 속해 있다 . 교황 의 직업은 사제 이다 . 교황 을 이은 것은 교황_인노첸시오_4세 이다 .	T ; T ; T
title	프로젝트_구텐베르크 ; 일본어 ; 일본	<Library> <Language> <Country>	1 104 2 ; 0 105 2 ; 2 70 1	<ENTITY_1> 는 <ENTITY_2> 에서 쓰인다 . <ENTITY_1> 는 <ENTITY_2> 의 언어이다 .	일본어 는 일본 에서 쓰인다 . 일본어 는 일본 의 언어이다 .	T ; F ; T
title	아쿠타가와_류노스케 ; 미야모토_유리코 ; 요시카와_에이지 ; 다자이_오사무 ; 사카구치_안고 ; 나쓰메_소세키 ; 나가이_가후 ; 모리_오가이 ; 작가	<Writer> <Writer> <Writer> <Writer> <Person> <Writer> <Writer> <MilitaryPerson> <MusicGenre>	6 96 8 ; 3 96 8 ; 0 96 8 ; 8 96 4 ; 1 96 8 ; 2 96 8 ; 5 96 8 ; 7 96 8 ; 8 7 0 ; 4 96 8 ; 8 7 2 ; 8 7 6 ; 8 7 5 ; 8 7 1	<ENTITY_6> 의 직업은 <ENTITY_8> 이다 . <ENTITY_3> 의 직업도 <ENTITY_8> 이다 . <ENTITY_0> 의 직업도 <ENTITY_8> 이다 .	나가이_가후 의 직업은 작가 이다 . 다자이_오사무 의 직업도 작가 이다 . 아쿠타가와_류노스케 의 직업도 작가 이다 .	T ; T ; T ; F ; F ; F ; F ; F ; F ; F ; F ; F ; F ; F
title	하버드_대학교 ; 뉴저지_주 ; 뉴욕_주 ; 응용수학 ; 미국	<University> <AdministrativeRegion> <AdministrativeRegion> <AcademicSubject> <Country>	0 105 4 ; 2 105 4 ; 3 105 4 ; 4 70 3 ; 1 105 4 ; 0 89 2 ; 3 89 2	<ENTITY_0> 의 국가는 <ENTITY_4> 이다 . <ENTITY_0> 는 <ENTITY_2> 에 있다 .	하버드_대학교 의 국가는 미국 이다 . 하버드_대학교 는 뉴욕_주 에 있다 .	T ; F ; F ; F ; F ; T ; F
title	드미트리_멘델레예프 ; 원소 ; 교수	<Scientist> <MilitaryPerson> <Profession>	0 98 1 ; 0 96 2 ; 0 77 1	<ENTITY_0> 는 <ENTITY_1> 로 잘 알려졌다 . 그의 직업은 <ENTITY_2> 이다 .	드미트리_멘델레예프 는 원소 로 잘 알려졌다 . 그의 직업은 교수 이다 .	T ; T ; F
title	토마스_만 ; 소설가 ; 평론 ; 독일	<Writer> <Profession> <MusicGenre> <Settlement>	0 96 1 ; 2 105 3 ; 3 96 1	<ENTITY_0> 의 직업은 <ENTITY_1> 이다 . <ENTITY_2> 의 국가는 <ENTITY_3> 이다 .	토마스_만 의 직업은 소설가 이다 . 평론 의 국가는 독일 이다 .	T ; T ; F
title	요한_볼프강_폰_괴테 ; 캘리포니아_주 ; 로스앤젤레스 ; 토마스_만 ; 취리히 ; 스위스 ; 독일	<Actor> <AdministrativeRegion> <City> <Writer> <City> <Country> <Settlement>	1 15 2 ; 2 31 1 ; 4 105 5 ; 2 14 1 ; 6 26 0 ; 5 15 4 ; 3 105 5 ; 3 105 6	<ENTITY_6> 의 지도자는 <ENTITY_0> 이다 . <ENTITY_6> 은 <ENTITY_3> 의 국가이다 .	독일 의 지도자는 요한_볼프강_폰_괴테 이다 . 독일 은 토마스_만 의 국가이다 .	F ; F ; F ; F ; T ; F ; F ; T
title	빌헬름_2세 ; 토마스_만 ; 독일	<BritishRoyalty> <Writer> <Settlement>	1 105 2 ; 2 26 0 ; 1 34 0	<ENTITY_1> 은 <ENTITY_2> 에 있다 . <ENTITY_2> 의 지도자는 <ENTITY_0> 이다 . 그는 <ENTITY_1> 의 지휘관이기도 하다 .	토마스_만 은 독일 에 있다 . 독일 의 지도자는 빌헬름_2세 이다 . 그는 토마스_만 의 지휘관이기도 하다 .	T ; T ; T
title	토마스_만 ; 이탈리아 ; 소설가 ; 뮌헨 ; 작가	<Writer> <Settlement> <Profession> <City> <MusicGenre>	3 96 2 ; 0 96 2 ; 0 96 4 ; 0 82 1 ; 4 7 0 ; 1 63 3 ; 2 82 1 ; 1 15 3	<ENTITY_0> 의 직업은 <ENTITY_2> 이다 . 그의 직업은 <ENTITY_4> 이다 . 그는 <ENTITY_1>  국적이다 .	토마스_만 의 직업은 소설가 이다 . 그의 직업은 작가 이다 . 그는  이탈리아 국적이다 .	F ; T ; T ; T ; F ; F ; F ; F
title	이명박 ; 노무현 ; 이상득 ; 의원	<President> <President> <Governor> <Profession>	0 77 1 ; 2 11 3 ; 0 11 3	<ENTITY_0> 의 전임자는 <ENTITY_1> 이다 . <ENTITY_0> 의 직함은 <ENTITY_3> 이다 .	이명박 의 전임자는 노무현 이다 . 이명박 의 직함은 의원 이다 .	T ; F ; T
title	새누리당 ; 박순자 ; 노무현 ; 권양숙 ; 박연차 ; 청와대 ; 정윤재 ; 이호철 ; 기자	<PoliticalParty> <OfficeHolder> <President> <OfficeHolder> <Person> <Building> <Person> <Writer> <Profession>	1 30 0 ; 2 66 3 ; 3 66 2 ; 3 66 4 ; 1 96 8 ; 0 26 1 ; 0 26 8 ; 5 42 4 ; 6 77 7 ; 2 77 3 ; 8 26 1	<ENTITY_1> 가 있는 정당은 <ENTITY_0> 이다 . 그의 직업은 <ENTITY_8> 다 . 그는 <ENTITY_0> 의 지도자이다 .	박순자 가 있는 정당은 새누리당 이다 . 그의 직업은 기자 다 . 그는 새누리당 의 지도자이다 .	T ; F ; F ; F ; T ; T ; F ; F ; F ; F ; F
title	노무현 ; 권양숙	<President> <OfficeHolder>	0 66 1 ; 1 66 0 ; 0 77 1	<ENTITY_0> 의 배우자는 <ENTITY_1> 이다 . <ENTITY_1> 의 배우자는 <ENTITY_0> 이다 . <ENTITY_0> 의 전임자는 <ENTITY_1> 이다 .	노무현 의 배우자는 권양숙 이다 . 권양숙 의 배우자는 노무현 이다 . 노무현 의 전임자는 권양숙 이다 .	T ; T ; T
title	대한민국_대통령비서실 ; 박연차 ; 청와대 ; 노무현 ; 정윤재 ; 이호철	<GovernmentAgency> <Person> <Building> <President> <Person> <Writer>	0 77 1 ; 0 77 2 ; 3 77 1 ; 1 11 0 ; 4 77 5	<ENTITY_3> 의 전임자는 <ENTITY_1> 이다 . <ENTITY_1> 는 <ENTITY_0>  소속이다 .	노무현 의 전임자는 박연차 이다 . 박연차 는  대한민국_대통령비서실 소속이다 .	F ; F ; T ; T ; F
title	새누리당 ; 태광그룹 ; 이명박 ; 노무현 ; 이상득 ; 박연차 ; 의원	<PoliticalParty> <Company> <President> <President> <Governor> <Person> <Profession>	2 77 3 ; 2 30 0 ; 4 11 6 ; 2 11 5 ; 2 11 6 ; 3 11 1 ; 4 11 5 ; 6 11 5 ; 1 110 3	<ENTITY_2> 의 전임자는 <ENTITY_3> 이다 . 이명방의 정당은 <ENTITY_0> 이다 . <ENTITY_4> 은 <ENTITY_6> 에 속해 있다 . <ENTITY_3> 은 <ENTITY_1> 에 속해 있다 . <ENTITY_1> 의 주요인물로 <ENTITY_3> 이 있다 .	이명박 의 전임자는 노무현 이다 . 이명방의 정당은 새누리당 이다 . 이상득 은 의원 에 속해 있다 . 노무현 은 태광그룹 에 속해 있다 . 태광그룹 의 주요인물로 노무현 이 있다 .	T ; T ; T ; F ; F ; T ; F ; F ; T
title	권양숙 ; 노무현 ; 노건평 ; 남상국	<OfficeHolder> <President> <Person> <Person>	0 66 1 ; 1 66 0 ; 2 66 3 ; 1 77 2 ; 1 77 3 ; 3 77 2	<ENTITY_1> 의 배우자는 <ENTITY_0> 이다 . <ENTITY_1> 의 전임자는 <ENTITY_2> 이다 .	노무현 의 배우자는 권양숙 이다 . 노무현 의 전임자는 노건평 이다 .	F ; T ; F ; T ; F ; F
title	대한민국_국가정보원 ; 이인규 ; 기자 ; 직원	<GovernmentAgency> <Person> <Profession> <Profession>	1 96 2 ; 1 11 0 ; 0 57 3 ; 0 77 1	<ENTITY_1> 의 직업은 <ENTITY_2> 이다 . 그는 <ENTITY_0>  소속이다 .	이인규 의 직업은 기자 이다 . 그는  대한민국_국가정보원 소속이다 .	T ; T ; F ; F
title	한승수 ; 한명숙 ; 장면	<PrimeMinister> <OfficeHolder> <PrimeMinister>	2 11 0 ; 0 33 1 ; 2 33 1	<ENTITY_0> 의 후임은 <ENTITY_1> 이다 . <ENTITY_1> 은 <ENTITY_2> 의 후임이다 .	한승수 의 후임은 한명숙 이다 . 한명숙 은 장면 의 후임이다 .	F ; T ; T
title	서울특별시 ; 연합뉴스 ; 중구청역 ; 직원	<City> <BroadcastNetwork> <RailwayStation> <Profession>	1 87 0 ; 0 47 2 ; 0 47 3	<ENTITY_0> 에는 <ENTITY_1> 가 있다 . <ENTITY_0> 의 한 부분에는 <ENTITY_2> 이 있다 .	서울특별시 에는 연합뉴스 가 있다 . 서울특별시 의 한 부분에는 중구청역 이 있다 .	T ; T ; F
title	전국민주노동조합총연맹 ; 애국주의 ; 이외수 ; 소설가 ; 민주당 ; 대변인 ; 노무현 ; 트위터 ; 차영	<TradeUnion> <Ideology> <Writer> <Profession> <PoliticalParty> <Profession> <President> <Single> <Person>	2 96 3 ; 1 96 3 ; 8 30 4 ; 5 30 4 ; 0 26 6 ; 4 26 8 ; 4 26 5 ; 7 96 3	<ENTITY_2> 의 직업은 <ENTITY_3> 이다 . <ENTITY_8> 의 정당은 <ENTITY_4> 이다 . <ENTITY_6> 은 <ENTITY_0> 의 지도자이다 .	이외수 의 직업은 소설가 이다 . 차영 의 정당은 민주당 이다 . 노무현 은 전국민주노동조합총연맹 의 지도자이다 .	T ; F ; T ; F ; T ; F ; F ; F
title	새누리당 ; 대우건설 ; 안희정 ; 노건평 ; 남상국 ; 기자	<PoliticalParty> <Company> <OfficeHolder> <Person> <Person> <Profession>	2 30 0 ; 3 96 5 ; 4 96 5 ; 0 26 2 ; 4 11 1 ; 5 11 1 ; 3 11 1 ; 1 110 5	<ENTITY_2> 의 정당은 <ENTITY_0> 이다 . 그는 <ENTITY_0> 의 지도자다 .	안희정 의 정당은 새누리당 이다 . 그는 새누리당 의 지도자다 .	T ; F ; F ; T ; F ; F ; F ; F
title	연세대학교 ; 이명박 ; 박근혜 ; 교수	<University> <President> <President> <Profession>	1 33 2 ; 2 77 1 ; 3 11 0	<ENTITY_1> 의 뒤를 이은 것은 <ENTITY_2> 이다 . <ENTITY_2> 의 전임자로는 <ENTITY_1> 이 있다 .	이명박 의 뒤를 이은 것은 박근혜 이다 . 박근혜 의 전임자로는 이명박 이 있다 .	T ; T ; F
title	대한민국_국방부 ; 대한민국_국회 ; 김영삼 ; 노무현	<MilitaryUnit> <Legislature> <President> <President>	2 11 0 ; 2 11 1 ; 1 26 3	<ENTITY_2> 은 <ENTITY_0>  소속이다 . 그는 <ENTITY_1>  소속이다 . <ENTITY_1> 의 지도자는 <ENTITY_3> 이다 .	김영삼 은  대한민국_국방부 소속이다 . 그는  대한민국_국회 소속이다 . 대한민국_국회 의 지도자는 노무현 이다 .	T ; T ; T
title	인천광역시 ; 노무현 ; 민주당	<City> <President> <PoliticalParty>	1 30 2 ; 2 26 1 ; 0 30 2	<ENTITY_1> 의 정당은 <ENTITY_2> 이다 . <ENTITY_2> 의 지도자는 <ENTITY_1> 이다 .	노무현 의 정당은 민주당 이다 . 민주당 의 지도자는 노무현 이다 .	T ; T ; F
title	부산광역시 ; 통일민주당 ; 노무현 ; 김영삼 ; 동구	<City> <PoliticalParty> <President> <President> <Settlement>	4 14 0 ; 0 47 4 ; 0 30 1 ; 2 30 1 ; 1 26 2 ; 1 26 3 ; 0 26 3 ; 1 83 0 ; 3 106 0 ; 3 30 1 ; 4 14 1 ; 0 26 2	<ENTITY_2> 의 정당은 <ENTITY_1> 이다 . 그는 <ENTITY_1> 의 지도자이다 .	노무현 의 정당은 통일민주당 이다 . 그는 통일민주당 의 지도자이다 .	F ; F ; F ; T ; T ; F ; F ; F ; F ; F ; F ; F
title	에이브러햄_링컨 ; 도쿄 ; 일본 ; 김구	<President> <Settlement> <Country> <President>	1 14 0 ; 2 14 0 ; 3 14 0 ; 2 26 0 ; 3 105 2 ; 1 14 2 ; 1 14 3 ; 0 14 1 ; 0 77 3 ; 2 63 1 ; 2 26 3 ; 3 14 1	도교는 <ENTITY_2> 의 한 부분이다 . <ENTITY_1> 는 <ENTITY_2> 의 수도이다 .	도교는 일본 의 한 부분이다 . 도쿄 는 일본 의 수도이다 .	F ; F ; F ; F ; F ; T ; F ; F ; F ; T ; F ; F
title	광주광역시 ; 노무현 ; 정치가 ; 일본 ; 김구	<City> <President> <Profession> <Country> <President>	0 105 3 ; 1 96 2 ; 4 96 2 ; 0 96 2 ; 3 96 2 ; 0 105 2 ; 1 77 4 ; 3 105 2 ; 2 26 4 ; 4 33 1 ; 2 26 1 ; 3 63 0	<ENTITY_1> 은 <ENTITY_2> 이다 . <ENTITY_4> 도 <ENTITY_2> 이다 . <ENTITY_1> 의 전임자는 <ENTITY_4> 이다 . <ENTITY_4> 의 뒤를 이은 것은 <ENTITY_1> 이다 .	노무현 은 정치가 이다 . 김구 도 정치가 이다 . 노무현 의 전임자는 김구 이다 . 김구 의 뒤를 이은 것은 노무현 이다 .	F ; T ; T ; F ; F ; F ; T ; F ; F ; T ; F ; F
title	김근태 ; 정치가 ; 김구 ; 일본	<OfficeHolder> <Profession> <President> <Country>	0 96 1 ; 2 96 1 ; 3 96 1 ; 3 26 2 ; 1 26 2 ; 3 105 1	<ENTITY_0> 의 직업은 <ENTITY_1> 이다 . <ENTITY_2> 의 직업은 <ENTITY_1> 이다 .	김근태 의 직업은 정치가 이다 . 김구 의 직업은 정치가 이다 .	T ; T ; F ; F ; F ; F
title	대한민국_국회 ; 이해찬 ; 의원	<Legislature> <Governor> <Profession>	1 11 0 ; 0 26 1 ; 1 11 2 ; 2 11 0	<ENTITY_1> 은 <ENTITY_0> 에 속한다 . 그는 대만민국 국회를 이끄는 사람이다 .	이해찬 은 대한민국_국회 에 속한다 . 그는 대만민국 국회를 이끄는 사람이다 .	T ; T ; F ; F
title	해인사 ; 노무현 ; 승려	<WorldHeritageSite> <President> <Profession>	0 96 2 ; 1 11 2 ; 2 66 1	<ENTITY_1> 의 직함은 <ENTITY_2> 이다 . 그의 배우자는 <ENTITY_2> 이다 .	노무현 의 직함은 승려 이다 . 그의 배우자는 승려 이다 .	F ; T ; T
title	국군기무사령부 ; 대한민국_국군 ; 윤석양 ; 노무현	<MilitaryUnit> <MilitaryUnit> <Person> <President>	0 34 2 ; 1 26 3 ; 3 11 0 ; 2 11 0	<ENTITY_0> 의 지휘관은 <ENTITY_2> 이다 . <ENTITY_1> 의 지도자는 <ENTITY_3> 이다 . <ENTITY_3> 은 <ENTITY_0> 에 속해있다 . <ENTITY_2> 도 <ENTITY_0> 에 속해 있다 .	국군기무사령부 의 지휘관은 윤석양 이다 . 대한민국_국군 의 지도자는 노무현 이다 . 노무현 은 국군기무사령부 에 속해있다 . 윤석양 도 국군기무사령부 에 속해 있다 .	T ; T ; T ; T
title	부산광역시 ; 노무현 ; 민주당 ; 동구 ; 의원	<City> <President> <PoliticalParty> <Settlement> <Profession>	3 14 0 ; 0 47 3 ; 1 30 2 ; 2 83 3 ; 1 11 4 ; 3 14 2 ; 3 14 1 ; 2 83 0 ; 2 26 1	<ENTITY_1> 의 정당은 <ENTITY_2> 이다 . 그의 직함은 <ENTITY_4> 이다 . 그는 <ENTITY_2> 의 지도자이다 .	노무현 의 정당은 민주당 이다 . 그의 직함은 의원 이다 . 그는 민주당 의 지도자이다 .	F ; F ; T ; F ; T ; F ; F ; F ; T
title	부산광역시 ; 노무현 ; 민주당	<City> <President> <PoliticalParty>	1 30 2 ; 0 30 2 ; 2 83 0 ; 2 26 1	<ENTITY_1> 이 있는 정당은 <ENTITY_2> 이다 . 그는 <ENTITY_2> 을 이끌고 있다 .	노무현 이 있는 정당은 민주당 이다 . 그는 민주당 을 이끌고 있다 .	T ; F ; F ; T
title	대한민국_국회 ; 자유민주연합 ; 대한민국 ; 새누리당 ; 노무현	<Legislature> <PoliticalParty> <Country> <PoliticalParty> <President>	4 105 2 ; 3 26 4 ; 4 30 1 ; 1 26 4 ; 0 87 2 ; 4 30 3	<ENTITY_4> 의 국가는 <ENTITY_2> 이다 . 그의 정당은 <ENTITY_3> 이다 . 그는 <ENTITY_3> 의 지도자이다 .	노무현 의 국가는 대한민국 이다 . 그의 정당은 새누리당 이다 . 그는 새누리당 의 지도자이다 .	T ; T ; F ; F ; F ; T
title	서울특별시 ; 부산광역시 ; 종로구 ; 노무현	<City> <City> <Settlement> <President>	2 14 0 ; 2 14 1 ; 0 47 2 ; 0 47 1 ; 2 14 3 ; 1 14 0	<ENTITY_2> 는 <ENTITY_0>  안에 있다 . 즉 , <ENTITY_0>  안에 <ENTITY_2> 가 있다 .	종로구 는  서울특별시 안에 있다 . 즉 ,  서울특별시 안에 종로구 가 있다 .	T ; F ; T ; F ; F ; F
title	이회창 ; 민주당 ; 노무현	<MilitaryPerson> <PoliticalParty> <President>	0 30 1 ; 1 26 0 ; 2 77 0	<ENTITY_0> 이 있는 정당은 <ENTITY_1> 이다 . 그는 <ENTITY_1> 을 이끄는 사람이다 . 또한 <ENTITY_2> 의 전임자이기도 하다 .	이회창 이 있는 정당은 민주당 이다 . 그는 민주당 을 이끄는 사람이다 . 또한 노무현 의 전임자이기도 하다 .	T ; T ; T
title	광주광역시 ; 노무현 ; 김대중 ; 한화갑	<City> <President> <President> <Governor>	1 77 2 ; 2 33 1 ; 0 50 1 ; 1 77 3 ; 0 26 2 ; 2 77 3 ; 0 50 2	<ENTITY_2> 은 <ENTITY_1> 의 전임자이다 . 그는 <ENTITY_0> 의 지도자였다 .	김대중 은 노무현 의 전임자이다 . 그는 광주광역시 의 지도자였다 .	T ; F ; F ; F ; T ; F ; F
title	대한민국_정부 ; 이명박 ; 노무현 ; 박근혜	<GovernmentAgency> <President> <President> <President>	1 77 2 ; 2 33 1 ; 1 33 3 ; 3 77 1 ; 2 11 0	<ENTITY_1> 의 전임자로는 <ENTITY_2> 이 있다 . <ENTITY_2> 의 뒤를 이은 것은 <ENTITY_1> 이다 . <ENTITY_1> 의 후임으로는 <ENTITY_3> 가 있다 . 그는 <ENTITY_3> 의 전임자이다 .	이명박 의 전임자로는 노무현 이 있다 . 노무현 의 뒤를 이은 것은 이명박 이다 . 이명박 의 후임으로는 박근혜 가 있다 . 그는 박근혜 의 전임자이다 .	T ; T ; T ; T ; F
